,path,keywords,keywords_by_double_tab
647,20231226_151921_jpg.rf13.jpg,"['학우', '짬이', '갯짬족족비있국']",학우		짬이		갯짬족족비있국
648,20231226_151921_jpg.rf2.jpg,"['상무금융센터', '원은행 WOORI BANK', '오리만그룸']",상무금융센터		원은행 WOORI BANK		오리만그룸
649,20231226_151921_jpg.rf3.jpg,"['산', '삼리야점', 'T3733475-4635']",산		삼리야점		T3733475-4635
650,20231226_151921_jpg.rf4.jpg,"['L', '기분종은', '연국선용관', '5']",L		기분종은		연국선용관		5
651,20231226_151921_jpg.rf5.jpg,['마m'],마m
652,20231226_151921_jpg.rf6.jpg,"['우리나라', '우리이']",우리나라		우리이
653,20231226_151921_jpg.rf7.jpg,"['공무니/술서복돈차을', 'BAiECo']",공무니/술서복돈차을		BAiECo
654,20231226_151921_jpg.rf8.jpg,['삼겹'],삼겹
655,20231226_151921_jpg.rf9.jpg,[],
656,20231226_151936_jpg.rf.jpg,"['김분 좋은금장', '7F', '연극전용관']",김분 좋은금장		7F		연극전용관
657,20231226_151939_jpg.rf.jpg,['STARBUCKS'],STARBUCKS
658,20231226_151939_jpg.rf2.jpg,"['i이', '상무점 062-372-20', ""pizza' steak /pasta"", '수95c', '선술갈', '패E']",i이		상무점 062-372-20		pizza' steak /pasta		수95c		선술갈		패E
659,20231226_151945_jpg.rf.jpg,['T373-34754475'],T373-34754475
660,20231226_151945_jpg.rf2.jpg,['7'],7
661,20231226_151945_jpg.rf3.jpg,['동산|'],동산|
662,20231226_151954_jpg.rf.jpg,"['대교 구내식당', 'T376-2202', '지하']",대교 구내식당		T376-2202		지하
663,20231226_151954_jpg.rf2.jpg,[],
664,20231226_152010_jpg.rf.jpg,"['솥루니', '독서토론논술', '솥루니 광주교육국', 'DAEKYO', '062-382-1347']",솥루니		독서토론논술		솥루니 광주교육국		DAEKYO		062-382-1347
665,20231226_152010_jpg.rf2.jpg,"['눈눈이', '홍밥 본부', 'DAEKYO', 'Jam the Key', '82-3108', '대교']",눈눈이		홍밥 본부		DAEKYO		Jam the Key		82-3108		대교
666,20231226_152010_jpg.rf3.jpg,[],
667,20231226_152010_jpg.rf4.jpg,"['정석수학', '진마', '67-333']",정석수학		진마		67-333
668,20231226_152010_jpg.rf5.jpg,"['우리우', '우리금융그룹']",우리우		우리금융그룹
669,20231226_152010_jpg.rf6.jpg,[],
670,20231226_152017_jpg.rf.jpg,"['NAPOLI', 'PIZZA', '495', 'pizza', 'steak', 'pasta', 'wine', '상무점', '372-2077']",NAPOLI		PIZZA		495		pizza		steak		pasta		wine		상무점		372-2077
671,20231226_152017_jpg.rf2.jpg,"['아지참창', '우리인동']",아지참창		우리인동
672,20231226_152017_jpg.rf3.jpg,"['49', '유기농패밀리레스토랑', 'NAPOLI', 'PIZZA']",49		유기농패밀리레스토랑		NAPOLI		PIZZA
673,20231226_152017_jpg.rf4.jpg,"['정담의학', '382-9408']",정담의학		382-9408
674,20231226_152017_jpg.rf5.jpg,"['Ap어학', 'CHUN']",Ap어학		CHUN
675,20231226_152017_jpg.rf6.jpg,"['자이홍중국어학원', 'ASX', 'S기']",자이홍중국어학원		ASX		S기
676,20231226_152017_jpg.rf7.jpg,"['정서수학', '전문', '학원']",정서수학		전문		학원
677,20231226_152017_jpg.rf8.jpg,"['우', '우리금융그룹']",우		우리금융그룹
678,20231226_152017_jpg.rf9.jpg,"['눈높', '382']",눈높		382
679,20231226_152038_jpg.rf.jpg,"['STARBUCKS', '유거음식점', '스타벅스 광주상무대코점']",STARBUCKS		유거음식점		스타벅스 광주상무대코점
680,20231226_152042_jpg.rf.jpg,"['Apil어학원', 'CHUNG DAHM']",Apil어학원		CHUNG DAHM
681,20231226_152042_jpg.rf2.jpg,"['495c', '유기농패밀리레스토랑', 'NAPOLI', 'pizza / steak pasta / wine', 'PIZA', '상무점 062-372-20775']",495c		유기농패밀리레스토랑		NAPOLI		pizza / steak pasta / wine		PIZA		상무점 062-372-20775
682,20231226_152042_jpg.rf3.jpg,"['정담어의원', '382-9408', 'CHUNG DAHM']",정담어의원		382-9408		CHUNG DAHM
683,20231226_152042_jpg.rf4.jpg,"['자이홍중국어학원', 'HSK 접수청', '371-7201']",자이홍중국어학원		HSK 접수청		371-7201
684,20231226_152042_jpg.rf5.jpg,"['NA', 'PIZZE', '4950c', 'pizza', 'steak', 'Dasta', 'wine', '유기', '패밀리리']",NA		PIZZE		4950c		pizza		steak		Dasta		wine		유기		패밀리리
685,20231226_152042_jpg.rf6.jpg,"['NAPOLI', 'PIZZA', '495', 'pizza', 'steak', 'pasta', 'wine', '상무점', '2-2077']",NAPOLI		PIZZA		495		pizza		steak		pasta		wine		상무점		2-2077
686,20231226_152042_jpg.rf7.jpg,"['신', 'PIZE']",신		PIZE
687,20231226_152050_jpg.rf.jpg,"['정단', '382-9408']",정단		382-9408
688,20231226_152050_jpg.rf10.jpg,"['아리나창', '아리이행']",아리나창		아리이행
689,20231226_152050_jpg.rf11.jpg,"['3~7층', '코', '국편한 방병원', '자유비', '히디니스닭', '태', '2F']",3~7층		코		국편한 방병원		자유비		히디니스닭		태		2F
690,20231226_152050_jpg.rf2.jpg,"['청연', '플장게', '재활센터']",청연		플장게		재활센터
691,20231226_152050_jpg.rf3.jpg,"['pasta', 'wine', '4', 'NAPOLI', 'PIZZA', '유기농패밀리레스토랑']",pasta		wine		4		NAPOLI		PIZZA		유기농패밀리레스토랑
692,20231226_152050_jpg.rf4.jpg,['에듀월 공인중개사 학원'],에듀월 공인중개사 학원
693,20231226_152050_jpg.rf5.jpg,['Apri'],Apri
694,20231226_152050_jpg.rf6.jpg,"['뇌돌중 재활', '신', '의학 한의학 협진', '3~7층']",뇌돌중 재활		신		의학 한의학 협진		3~7층
695,20231226_152050_jpg.rf7.jpg,"['아랑어인', 'A생h0', 'cnereye', '미문떡약발아달', 'c', '수']",아랑어인		A생h0		cnereye		미문떡약발아달		c		수
696,20231226_152050_jpg.rf8.jpg,['자이홍중국'],자이홍중국
697,20231226_152050_jpg.rf9.jpg,['자이홍중국'],자이홍중국
698,20231226_154954_jpg.rf.jpg,"['YOUNG', 'OLIVE']",YOUNG		OLIVE
699,20231226_155003_jpg.rf.jpg,"['끌리메 광주점', 'CCLIME', '컬리메에스테틱']",끌리메 광주점		CCLIME		컬리메에스테틱
700,20231226_155003_jpg.rf2.jpg,"['YOUNG', 'OLIVE']",YOUNG		OLIVE
701,20231226_155003_jpg.rf3.jpg,"['OLIVE', 'YOUNG']",OLIVE		YOUNG
702,20231226_155013_jpg.rf.jpg,"['VOJVOJ', 'HAIRSHOP']",VOJVOJ		HAIRSHOP
703,20231226_155013_jpg.rf2.jpg,"['골고품', '2F']",골고품		2F
704,20231226_155026_jpg.rf.jpg,"['냉면& 숯불고기전문점', '숲며필국', '서구점 0624007701', '냉면을드시면 고기를 주는 집']",냉면& 숯불고기전문점		숲며필국		서구점 0624007701		냉면을드시면 고기를 주는 집
705,20231226_155040_jpg.rf.jpg,"['냉면&숯불고기전문점', '출여락', '냉면을 드시면고기를 주는 집', '서구점 0624007701']",냉면&숯불고기전문점		출여락		냉면을 드시면고기를 주는 집		서구점 0624007701
706,20231226_155040_jpg.rf2.jpg,"['봉70맹0', '5F']",봉70맹0		5F
707,20231226_155040_jpg.rf3.jpg,"['귀공자', '지하2층5층']",귀공자		지하2층5층
708,20231226_155040_jpg.rf4.jpg,['두'],두
709,20231226_155044_jpg.rf.jpg,"['봉70맹0', '5F']",봉70맹0		5F
710,20231226_155046_jpg.rf.jpg,[],
711,20231226_155046_jpg.rf2.jpg,"['귀공자', '지하2층5층']",귀공자		지하2층5층
712,20231226_155054_jpg.rf.jpg,"['냉면&숯불고기전문점', '돌며학', '냉면을 드시면고기를 주는 집', '서구점 0624007701']",냉면&숯불고기전문점		돌며학		냉면을 드시면고기를 주는 집		서구점 0624007701
713,20231226_155054_jpg.rf2.jpg,['O'],O
714,20231226_155107_jpg.rf.jpg,"['냉면& 숯불고기전문점', '숲며갈국', '서구점 0624007701', '냉면을 드시면 고기를 주는 집']",냉면& 숯불고기전문점		숲며갈국		서구점 0624007701		냉면을 드시면 고기를 주는 집
715,20231226_155109_jpg.rf.jpg,"['냉면&숯불고기전문점', '숲뼈닭', '냉면을 드시면 고기를 주는 집 서구점 062 400701']",냉면&숯불고기전문점		숲뼈닭		냉면을 드시면 고기를 주는 집 서구점 062 400701
716,20231226_155109_jpg.rf2.jpg,"['7-ELEVEN', '_', '가깝고 편리한 행복충전소']",7-ELEVEN		_		가깝고 편리한 행복충전소
717,20231226_155118_jpg.rf.jpg,"['기행빌딩', '상무연하로 15']",기행빌딩		상무연하로 15
718,20231226_155128_jpg.rf.jpg,['어종비 놀야야k'],어종비 놀야야k
719,20231226_155139_jpg.rf.jpg,['7-ELEVEN'],7-ELEVEN
720,20231226_155141_jpg.rf.jpg,['A newer'],A newer
721,20231226_155141_jpg.rf2.jpg,['어뉴열'],어뉴열
722,20231226_155146_jpg.rf.jpg,"['그늘집', 'Room', 'cafe 2F']",그늘집		Room		cafe 2F
723,20231226_155156_jpg.rf.jpg,"['귀공자', '지하2층']",귀공자		지하2층
724,20231226_155156_jpg.rf2.jpg,"['2', 'B']",2		B
725,20231226_155157_jpg.rf.jpg,"['4자는 를 이어가는 천통의 맛', '뱅년굽탕밥', 'Keo', 'Tel: 375-3379상무점']",4자는 를 이어가는 천통의 맛		뱅년굽탕밥		Keo		Tel: 375-3379상무점
726,20231226_155217_jpg.rf.jpg,"['미술행', 'B']",미술행		B
727,20231226_155232_jpg.rf.jpg,['VODVOPHNR'],VODVOPHNR
728,20231226_155232_jpg.rf2.jpg,['VOPYOPH'],VOPYOPH
729,20231226_155234_jpg.rf.jpg,['eo'],eo
730,20231226_155243_jpg.rf.jpg,"['등록번호: 4104-1756', '대표 : 강민희', '상무평화', '공인중개사', '주글로벌 R&D']",등록번호: 4104-1756		대표 : 강민희		상무평화		공인중개사		주글로벌 R&D
731,20231226_155245_jpg.rf.jpg,['주차장입구'],주차장입구
732,20231226_155245_jpg.rf2.jpg,"['D', '출구전용 진입금지']",D		출구전용 진입금지
733,20231226_155250_jpg.rf.jpg,"['가라오케', 'BF', '명', '17%', '4F', '유흥주점']",가라오케		BF		명		17%		4F		유흥주점
734,20231226_155250_jpg.rf2.jpg,['트래스제더'],트래스제더
735,20231226_155259_jpg.rf.jpg,"['따뜻한식탁', '찌개/숯불구이', '예약문의 T06']",따뜻한식탁		찌개/숯불구이		예약문의 T06
736,20231226_155259_jpg.rf2.jpg,"['SUPERMAN', 'BAR', 'NO1 Business', '3F']",SUPERMAN		BAR		NO1 Business		3F
737,20231226_155259_jpg.rf3.jpg,"['DOEGAN""', '하0']","DOEGAN""		하0"
738,20231226_155259_jpg.rf4.jpg,"['명', '트랜스센더', 'CLUB', '4F', '유흥주점', '17o']",명		트랜스센더		CLUB		4F		유흥주점		17o
739,20231226_155259_jpg.rf5.jpg,"['투시노래홀', '2F', '유흥주점']",투시노래홀		2F		유흥주점
740,20231226_155259_jpg.rf6.jpg,"['4F', '유흥주점']",4F		유흥주점
741,20231226_155301_jpg.rf.jpg,['미스터 초매'],미스터 초매
742,20231226_155301_jpg.rf2.jpg,"['Take Dut', 'Deljvery']",Take Dut		Deljvery
743,20231226_155312_jpg.rf.jpg,[],
744,20231226_155312_jpg.rf2.jpg,"['나쌀야찌노래비', '유흥주점', '2F']",나쌀야찌노래비		유흥주점		2F
745,20231226_155312_jpg.rf3.jpg,['3F'],3F
746,20231226_155312_jpg.rf4.jpg,"['4F', '유흥주점']",4F		유흥주점
747,20231226_155312_jpg.rf5.jpg,['유흥주점'],유흥주점
748,20231226_155312_jpg.rf6.jpg,['2F'],2F
749,20231226_155313_jpg.rf.jpg,"['상무직영점', 'T400-7005']",상무직영점		T400-7005
750,20231226_155313_jpg.rf2.jpg,"['초밥', '맛편께전 튀적다!', '미스터']",초밥		맛편께전 튀적다!		미스터
751,20231226_155316_jpg.rf.jpg,['종찌인시킨대'],종찌인시킨대
752,20231226_155316_jpg.rf2.jpg,['with wi'],with wi
753,20231226_155316_jpg.rf3.jpg,"['7yy', 'O운N']",7yy		O운N
754,20231226_155316_jpg.rf4.jpg,['4F'],4F
755,20231226_155319_jpg.rf.jpg,['with'],with
756,20231226_155319_jpg.rf2.jpg,"['참추', '유흥주점', '골은', '타이', '7F']",참추		유흥주점		골은		타이		7F
757,20231226_155319_jpg.rf3.jpg,['3F'],3F
758,20231226_155319_jpg.rf4.jpg,"['B', '17']",B		17
759,20231226_155332_jpg.rf.jpg,"['위피', '유흥점']",위피		유흥점
760,20231226_155332_jpg.rf2.jpg,['투마레시진집'],투마레시진집
761,20231226_155332_jpg.rf3.jpg,"['m개HF', '금']",m개HF		금
762,20231226_155341_jpg.rf.jpg,['소나기유흥주점'],소나기유흥주점
763,20231226_155345_jpg.rf.jpg,['호텔맨하탄'],호텔맨하탄
764,20231226_155354_jpg.rf.jpg,['소나'],소나
765,20231226_155354_jpg.rf2.jpg,['HOTEL MANHATTA'],HOTEL MANHATTA
766,20231226_155354_jpg.rf3.jpg,"['현대해상화재', 'H']",현대해상화재		H
767,20231226_155354_jpg.rf4.jpg,['H편대해상화점'],H편대해상화점
768,20231226_155359_jpg.rf.jpg,"['상무평화', '대표:강민화 등록번호:가-4104-1756', '공인중개사', '010-3204-0100', '사무소']",상무평화		대표:강민화 등록번호:가-4104-1756		공인중개사		010-3204-0100		사무소
769,20231226_155359_jpg.rf2.jpg,"['emart24', '딜리셔스 아이디어 | 상무리채']",emart24		딜리셔스 아이디어 | 상무리채
770,20231226_155359_jpg.rf3.jpg,"['짜동산', '오피스텔전문', '상무리채1', '센트럴시티', '중흥스카이B1', '유탑트원시티', '상무대라수', '영무예다음']",짜동산		오피스텔전문		상무리채1		센트럴시티		중흥스카이B1		유탑트원시티		상무대라수		영무예다음
771,20231226_155359_jpg.rf4.jpg,[],
772,20231226_155409_jpg.rf.jpg,"['따뜻한식탁', '찌개/숯불구이', '예약문의 T0623835558']",따뜻한식탁		찌개/숯불구이		예약문의 T0623835558
773,20231226_155409_jpg.rf2.jpg,['명인의복국전손'],명인의복국전손
774,20231226_155409_jpg.rf3.jpg,"['H매', '흥루점', 'T']",H매		흥루점		T
775,20231226_155419_jpg.rf.jpg,"['남도복국', '복국대국학', '명인의 복국전문점']",남도복국		복국대국학		명인의 복국전문점
776,20231226_155424_jpg.rf.jpg,[],
777,20231226_155424_jpg.rf2.jpg,"['명트랜스켄더B이', '17이']",명트랜스켄더B이		17이
778,20231226_155424_jpg.rf3.jpg,"['유도파이', '유흥주점 3F']",유도파이		유흥주점 3F
779,20231226_155428_jpg.rf.jpg,[],
780,20231226_155428_jpg.rf2.jpg,"['emart', '24', '딜리셔스', '아이디어']",emart		24		딜리셔스		아이디어
781,20231226_155432_jpg.rf.jpg,"['COFFEEBAY', '커피베이 상무점', '372-0077']",COFFEEBAY		커피베이 상무점		372-0077
782,20231226_155432_jpg.rf2.jpg,"['COFEAKAK', '광주봉구본점']",COFEAKAK		광주봉구본점
783,20231226_155432_jpg.rf3.jpg,"['담배', 'CLEE', 'KTRA', '#모', 'mc']",담배		CLEE		KTRA		#모		mc
784,20231226_155443_jpg.rf.jpg,['AVENUE'],AVENUE
785,20231226_155445_jpg.rf.jpg,"['워시팡팡o셋프빨래방', '24시', '상무점']",워시팡팡o셋프빨래방		24시		상무점
786,20231226_155445_jpg.rf2.jpg,['Addregs'],Addregs
787,20231226_155449_jpg.rf.jpg,"['월시팡', '셀프', '빨래방', '상무점']",월시팡		셀프		빨래방		상무점
788,20231226_155449_jpg.rf2.jpg,"[""웨시팡팡'o셀프빨래빵"", '24시', '상무점']",웨시팡팡'o셀프빨래빵		24시		상무점
789,20231226_155450_jpg.rf.jpg,"['새움', '다이 한로마 ']",새움		다이 한로마 
790,20231226_155450_jpg.rf2.jpg,['E'],E
791,20231226_155450_jpg.rf3.jpg,['공시코K시어U'],공시코K시어U
792,20231226_155450_jpg.rf4.jpg,['송랑렁림'],송랑렁림
793,20231226_155450_jpg.rf5.jpg,['1080생'],1080생
794,20231226_155450_jpg.rf6.jpg,[],
795,20231226_155453_jpg.rf.jpg,['골드'],골드
796,20231226_155453_jpg.rf2.jpg,['엔고시어헤'],엔고시어헤
797,20231226_155454_jpg.rf.jpg,['Addreso'],Addreso
798,20231226_155454_jpg.rf2.jpg,['Adnes'],Adnes
799,20231226_155454_jpg.rf3.jpg,"['커방', '24시', '상무점']",커방		24시		상무점
800,20231226_155458_jpg.rf.jpg,"['상무평화', '대표: 강민희등록번호:가-4104-1756', '공인중개사', '사무소', '010-3204-0100']",상무평화		대표: 강민희등록번호:가-4104-1756		공인중개사		사무소		010-3204-0100
801,20231226_155458_jpg.rf2.jpg,[],
802,20231226_155458_jpg.rf3.jpg,['부동산'],부동산
803,20231226_155503_jpg.rf.jpg,"['라온필라테', 'RAON', '010-9868-1403', 'PILATES']",라온필라테		RAON		010-9868-1403		PILATES
804,20231226_155503_jpg.rf2.jpg,"['헬스토랑', 'saladpoke and coffee']",헬스토랑		saladpoke and coffee
805,20231226_155505_jpg.rf.jpg,"['emart24', '딜리셔스 아이디어 | 상무리채']",emart24		딜리셔스 아이디어 | 상무리채
806,20231226_155505_jpg.rf2.jpg,[],
807,20231226_155505_jpg.rf3.jpg,[],
808,20231226_155507_jpg.rf.jpg,"['헬스토랑', 'saladpoke and coffee']",헬스토랑		saladpoke and coffee
809,20231226_155508_jpg.rf.jpg,"['HOTEL', '유토피아', '8F']",HOTEL		유토피아		8F
810,20231226_155508_jpg.rf2.jpg,['예약문의 374-1000'],예약문의 374-1000
811,20231226_155508_jpg.rf3.jpg,"['노래홀', '3F']",노래홀		3F
812,20231226_155510_jpg.rf.jpg,"['라온필라테스', '010-9868-1403', 'RAON', 'PILATES']",라온필라테스		010-9868-1403		RAON		PILATES
813,20231226_155511_jpg.rf.jpg,['Ba'],Ba
814,20231226_155511_jpg.rf2.jpg,"['유토피', 'HOTEL']",유토피		HOTEL
815,20231226_155511_jpg.rf3.jpg,"['노래홀', '유토피아', '유흥주점3F']",노래홀		유토피아		유흥주점3F
816,20231226_155511_jpg.rf4.jpg,"['스카이', '3F스카']",스카이		3F스카
817,20231226_155511_jpg.rf5.jpg,"['Together', '5F', 'with Wwindsor', 'BAR Tonight']",Together		5F		with Wwindsor		BAR Tonight
818,20231226_155517_jpg.rf.jpg,"['편생비존', '60년전통 육회비빔밥', ' 381-2299']",편생비존		60년전통 육회비빔밥		 381-2299
819,20231226_155517_jpg.rf2.jpg,"['정', '금다', 'Tradin', '7a', '송&', '374-10']",정		금다		Tradin		7a		송&		374-10
820,20231226_155517_jpg.rf3.jpg,"['복국', '의 1668-1677', '국국대n국', '3', '무점', '381-6688']",복국		의 1668-1677		국국대n국		3		무점		381-6688
821,20231226_155517_jpg.rf4.jpg,"['스카이', '3F스카이유투주점']",스카이		3F스카이유투주점
822,20231226_155526_jpg.rf.jpg,"['60년전통 육회비빔밥', '인생비존', '송381노 22호']",60년전통 육회비빔밥		인생비존		송381노 22호
823,20231226_155526_jpg.rf2.jpg,"['1677', '5688']",1677		5688
824,20231226_155527_jpg.rf.jpg,"['리컨트레이닝센터', 'RECON', '3F']",리컨트레이닝센터		RECON		3F
825,20231226_155540_jpg.rf.jpg,"['투데이', '유흥', '2F']",투데이		유흥		2F
826,20231226_155545_jpg.rf.jpg,['투데'],투데
827,20231226_155545_jpg.rf2.jpg,"['Baay', '투데이', 'rooy', '용흥주점']",Baay		투데이		rooy		용흥주점
828,20231226_155545_jpg.rf3.jpg,"['호', '25유흥주점', '엘리스', '주차장']",호		25유흥주점		엘리스		주차장
829,20231226_155545_jpg.rf4.jpg,"['2F유흥주점', '갤리스호']",2F유흥주점		갤리스호
830,20231226_155549_jpg.rf.jpg,"['75', 'PC빵', 'rL']",75		PC빵		rL
831,20231226_155557_jpg.rf.jpg,"['MaMa', '노래홀', '4F', '유흥주점']",MaMa		노래홀		4F		유흥주점
832,20231226_155557_jpg.rf2.jpg,[],
833,20231226_155559_jpg.rf.jpg,"['Simple', ':Public 6F']",Simple		:Public 6F
834,20231226_155559_jpg.rf2.jpg,"['4F', '유흥주점']",4F		유흥주점
835,20231226_155559_jpg.rf3.jpg,[],
836,20231226_155600_jpg.rf.jpg,"['헬스토랑', 'saladpoke andcoffee']",헬스토랑		saladpoke andcoffee
837,20231226_155600_jpg.rf2.jpg,"['QED골프', '실내연습장', '아카데미', '상마무 한']",QED골프		실내연습장		아카데미		상마무 한
838,20231226_155600_jpg.rf3.jpg,"['다니엘헤니가', '스킨케어', '다이어트', '추천하는', '바디케O', '14일동안 칼로리비', 'CNGyLY', '382-2', '3']",다니엘헤니가		스킨케어		다이어트		추천하는		바디케O		14일동안 칼로리비		CNGyLY		382-2		3
839,20231226_155604_jpg.rf.jpg,"['헬스토림', 'salad poke andcoffee']",헬스토림		salad poke andcoffee
840,20231226_155605_jpg.rf.jpg,"['유토피아 MOTEL', '8F']",유토피아 MOTEL		8F
841,20231226_155605_jpg.rf2.jpg,['3F'],3F
842,20231226_155605_jpg.rf3.jpg,[],
843,20231226_155608_jpg.rf.jpg,"['24시 상무포차', '원5이', ' 373-0994']",24시 상무포차		원5이		 373-0994
844,20231226_155608_jpg.rf2.jpg,"['유토피아', '무등동발', '3F']",유토피아		무등동발		3F
845,20231226_155608_jpg.rf3.jpg,"['연어BAR', '5F']",연어BAR		5F
846,20231226_155608_jpg.rf4.jpg,"['각들 샤구워실', '커틀를 몬비', '예약문의', '313']",각들 샤구워실		커틀를 몬비		예약문의		313
847,20231226_155608_jpg.rf5.jpg,[],
848,20231226_155609_jpg.rf.jpg,"['QED골프', '실내연습장', '아카데미', '상무 한 ']",QED골프		실내연습장		아카데미		상무 한 
849,20231226_155610_jpg.rf.jpg,"['부동산일연시', '부동산', '차동사무신공동사무실 상환영', '010-20073-8959', '건물내부 2층', '대표 :|편', '등록번호:제29140-203-001:']",부동산일연시		부동산		차동사무신공동사무실 상환영		010-20073-8959		건물내부 2층		대표 :|편		등록번호:제29140-203-001:
850,20231226_155610_jpg.rf2.jpg,"['부동산신일번렌지', '링전실핑', '프메스메이그린', '공인중개사사무소', '하니분예요가맹', '가구한복', 'WEDDING', '대표:식주점', '스안케이', '광주웨딩타운', '화통사무상공행사무신상당한양', '010-2015-8979']",부동산신일번렌지		링전실핑		프메스메이그린		공인중개사사무소		하니분예요가맹		가구한복		WEDDING		대표:식주점		스안케이		광주웨딩타운		화통사무상공행사무신상당한양		010-2015-8979
851,20231226_155610_jpg.rf3.jpg,[],
852,20231226_155611_jpg.rf.jpg,"['Vip', '각룸 샤워실', '커플룸 완비', '수면가능', '테라피', '/7FK']",Vip		각룸 샤워실		커플룸 완비		수면가능		테라피		/7FK
853,20231226_155611_jpg.rf2.jpg,"['음싱', '매H금Gn', '3완']",음싱		매H금Gn		3완
854,20231226_155620_jpg.rf.jpg,"['wmars', '다니엘헤니가', '다이어트', '스킨케어', '추천하는', '바디케어', '14일동안 칼로리바', 'CALORIE BAR', '382-8802', '상무점']",wmars		다니엘헤니가		다이어트		스킨케어		추천하는		바디케어		14일동안 칼로리바		CALORIE BAR		382-8802		상무점
855,20231226_155620_jpg.rf2.jpg,['2i'],2i
856,20231226_155622_jpg.rf.jpg,"['크리스탈', '1F', 'Crystal BAR', '384-5425']",크리스탈		1F		Crystal BAR		384-5425
857,20231226_155622_jpg.rf10.jpg,"['부토니에', '맞춤정장']",부토니에		맞춤정장
858,20231226_155622_jpg.rf11.jpg,['Ba'],Ba
859,20231226_155622_jpg.rf2.jpg,"['연이BAR', '5F']",연이BAR		5F
860,20231226_155622_jpg.rf3.jpg,"['1시 상무포차', '373-0994']",1시 상무포차		373-0994
861,20231226_155622_jpg.rf4.jpg,"['DAR', '5F', '토피아', '3F']",DAR		5F		토피아		3F
862,20231226_155622_jpg.rf5.jpg,"['m', '만원', '60분', '7F', '각룸 샤워실', '커플룸 완비', '예약문의', '373-', '6001']",m		만원		60분		7F		각룸 샤워실		커플룸 완비		예약문의		373-		6001
863,20231226_155622_jpg.rf6.jpg,"['아마존', '마지피비료', '클러', '까등', 'B2']",아마존		마지피비료		클러		까등		B2
864,20231226_155622_jpg.rf7.jpg,['mxo'],mxo
865,20231226_155622_jpg.rf8.jpg,[],
866,20231226_155622_jpg.rf9.jpg,"['And ban', 'SORLEDLMDnG', '아트오브림', '그릴드다미닝', '22304', '친대함니다', '당고의 양한', '아트 림', '풀플']",And ban		SORLEDLMDnG		아트오브림		그릴드다미닝		22304		친대함니다		당고의 양한		아트 림		풀플
867,20231226_155628_jpg.rf.jpg,['BPilates ByJ'],BPilates ByJ
868,20231226_155628_jpg.rf2.jpg,['기구'],기구
869,20231226_155628_jpg.rf3.jpg,"['스킨케어', '트', '바디케어', 'CALORIE BAR', '382-8802', '상무점']",스킨케어		트		바디케어		CALORIE BAR		382-8802		상무점
870,20231226_155632_jpg.rf.jpg,"['KT', 'wo문 ', '4F']",KT		wo문 		4F
871,20231226_155632_jpg.rf2.jpg,['룸사워실'],룸사워실
872,20231226_155632_jpg.rf3.jpg,"['룸 사워실', '룸완비', '전가능']",룸 사워실		룸완비		전가능
873,20231226_155634_jpg.rf.jpg,"['5하해시페방', 'C']",5하해시페방		C
874,20231226_155639_jpg.rf.jpg,['기구필라네스'],기구필라네스
875,20231226_155640_jpg.rf.jpg,"['한미게리공어텔', '5슈', 'A']",한미게리공어텔		5슈		A
876,20231226_155645_jpg.rf.jpg,"['T010-03o3', '민라가음은222', '뷰대이트틱뷰 V ', 'T7-ELEVENE', 'ANSL']",T010-03o3		민라가음은222		뷰대이트틱뷰 V 		T7-ELEVENE		ANSL
877,20231226_155645_jpg.rf2.jpg,[],
878,20231226_155650_jpg.rf.jpg,['전 OH래에 팅'],전 OH래에 팅
879,20231226_155650_jpg.rf2.jpg,"['N', '친통방쌈']",N		친통방쌈
880,20231226_155652_jpg.rf.jpg,['Bou yonnieve'],Bou yonnieve
881,20231226_155652_jpg.rf2.jpg,[],
882,20231226_155659_jpg.rf.jpg,"['하리', '37-030', '2']",하리		37-030		2
883,20231226_155659_jpg.rf2.jpg,['전퍼'],전퍼
884,20231226_155659_jpg.rf3.jpg,"['T7-ELEVEN', '가깝고 편리한 행복충전소']",T7-ELEVEN		가깝고 편리한 행복충전소
885,20231226_155659_jpg.rf4.jpg,['E'],E
886,20231226_155659_jpg.rf5.jpg,['나홀해어'],나홀해어
887,20231226_155659_jpg.rf6.jpg,"['대', '가', '네볶', '부매이타부 연습', '0gce']",대		가		네볶		부매이타부 연습		0gce
888,20231226_155702_jpg.rf.jpg,[],
889,20231226_155716_jpg.rf.jpg,"['매일성맥문', '한족식집', 'T062-385-1216', '탕 주점']",매일성맥문		한족식집		T062-385-1216		탕 주점
890,20231226_155716_jpg.rf2.jpg,"['Winsay', '7', '정B']",Winsay		7		정B
891,20231226_155716_jpg.rf3.jpg,['PREMIUM BUSINESS BAR'],PREMIUM BUSINESS BAR
892,20231226_155717_jpg.rf.jpg,['Piacere'],Piacere
893,20231226_155724_jpg.rf.jpg,"['밥기', '&족수어', '양밥삼식물']",밥기		&족수어		양밥삼식물
894,20231226_155724_jpg.rf2.jpg,"['한 노래세', '3F']",한 노래세		3F
895,20231226_155724_jpg.rf3.jpg,"['미루 노래애', '4F']",미루 노래애		4F
896,20231226_155724_jpg.rf4.jpg,"['M', '야조로', '3F']",M		야조로		3F
897,20231226_155724_jpg.rf5.jpg,"['우', '공돌해 주고창', '3821110']",우		공돌해 주고창		3821110
898,20231226_155724_jpg.rf6.jpg,"['어하어하 야 양마해가', '못된리']",어하어하 야 양마해가		못된리
899,20231226_155724_jpg.rf7.jpg,[],
